date,waterbody,site,depth,field_dups,lab_reps,variable,units,value,notes
2021-07-29,hamblin,1,int,NA,2,ext_chla,rfu,4.6262,NA
2021-07-29,hamblin,2,int,NA,1,ext_chla,rfu,5.4078,NA
2021-07-29,hamblin,2,int,NA,2,ext_chla,rfu,5.159,NA
2021-07-29,hamblin,3,int,NA,1,ext_chla,rfu,5.0198,NA
2021-07-29,hamblin,3,int,NA,2,ext_chla,rfu,4.8274,NA
2021-07-29,hamblin,4,int,NA,1,ext_chla,rfu,3.9822,NA
2021-07-29,hamblin,4,int,NA,2,ext_chla,rfu,3.8234,NA
2021-07-29,hamblin,b,int,NA,1,ext_chla,rfu,5.0822,NA
2021-07-29,hamblin,b,int,NA,2,ext_chla,rfu,4.8338,NA
2021-07-29,hamblin,b,int,NA,3,ext_chla,rfu,5.138199999999999,NA
2021-07-29,shubael,1,int,NA,1,ext_chla,µg/L,2.0601994504983434,NA
2021-07-29,shubael,1,int,NA,2,ext_chla,µg/L,1.946018293878529,NA
2021-07-29,shubael,2,int,NA,1,ext_chla,µg/L,1.902360792818012,NA
2021-07-29,shubael,2,int,NA,2,ext_chla,µg/L,1.946610929639532,NA
2021-07-29,shubael,3,int,NA,1,ext_chla,µg/L,2.4101508673703176,NA
2021-07-29,shubael,3,int,NA,2,ext_chla,µg/L,2.0251351679723624,NA
2021-07-29,shubael,4,int,NA,1,ext_chla,µg/L,1.916880368962573,NA
2021-07-29,shubael,4,int,NA,2,ext_chla,µg/L,1.4975905680533073,NA
2021-07-29,shubael,b,int,NA,1,ext_chla,µg/L,1.8862608546441109,NA
2021-07-29,shubael,b,int,NA,2,ext_chla,µg/L,1.9963923335637412,NA
2021-07-29,shubael,b,int,NA,3,ext_chla,µg/L,1.7848213668858504,NA
2021-07-29,hamblin,1,int,NA,1,ext_chla,µg/L,1.2025073453874813,NA
2021-07-29,hamblin,1,int,NA,2,ext_chla,µg/L,1.1423548156457275,NA
2021-07-29,hamblin,2,int,NA,1,ext_chla,µg/L,1.3353565284788738,NA
2021-07-29,hamblin,2,int,NA,2,ext_chla,µg/L,1.2739199545882818,NA
2021-07-29,hamblin,3,int,NA,1,ext_chla,µg/L,1.2395470804501372,NA
2021-07-29,hamblin,3,int,NA,2,ext_chla,µg/L,1.1920374469431037,NA
2021-07-29,hamblin,4,int,NA,1,ext_chla,µg/L,0.9833308864433914,NA
2021-07-29,hamblin,4,int,NA,2,ext_chla,µg/L,0.944118153590393,NA
2021-07-29,hamblin,b,int,NA,1,ext_chla,µg/L,1.254955610236202,NA
2021-07-29,hamblin,b,int,NA,2,ext_chla,µg/L,1.193617808972444,NA
2021-07-29,hamblin,b,int,NA,3,ext_chla,µg/L,1.2687837779929267,NA
2021-08-11,hamblin,1,int,NA,1,ext_chla,rfu,6.4756,NA
2021-08-11,hamblin,1,int,NA,2,ext_chla,rfu,6.706,NA
2021-08-11,hamblin,2,int,NA,1,ext_chla,rfu,6.266,NA
2021-08-11,hamblin,2,int,NA,2,ext_chla,rfu,6.2348,NA
2021-08-11,hamblin,3,int,NA,1,ext_chla,rfu,6.5396,NA
2021-08-11,hamblin,3,int,NA,2,ext_chla,rfu,6.7627999999999995,NA
2021-08-11,hamblin,4,int,NA,1,ext_chla,rfu,5.8696,NA
2021-08-11,hamblin,4,int,NA,2,ext_chla,rfu,5.1308,NA
2021-08-11,hamblin,B,int,NA,1,ext_chla,rfu,5.3372,NA
2021-08-11,hamblin,B,int,NA,2,ext_chla,rfu,5.82,NA
2021-08-11,hamblin,B,int,NA,3,ext_chla,rfu,5.147200000000001,NA
2021-08-11,shubael,1,int,NA,1,ext_chla,rfu,12.1474,NA
2021-08-11,shubael,1,int,NA,2,ext_chla,rfu,13.423800000000002,NA
2021-08-11,shubael,2,int,NA,1,ext_chla,rfu,10.2486,NA
2021-08-11,shubael,2,int,NA,2,ext_chla,rfu,11.217,NA
2021-08-11,shubael,3,int,NA,1,ext_chla,rfu,12.281000000000002,NA
2021-08-11,shubael,3,int,NA,2,ext_chla,rfu,12.545400000000004,NA
2021-08-11,shubael,4,int,NA,1,ext_chla,rfu,12.6786,NA
2021-08-11,shubael,4,int,NA,2,ext_chla,rfu,11.091400000000002,NA
2021-08-11,shubael,B,int,NA,1,ext_chla,rfu,12.4794,NA
2021-08-11,shubael,B,int,NA,2,ext_chla,rfu,13.056200000000002,NA
2021-08-11,shubael,B,int,NA,3,ext_chla,rfu,10.336200000000002,NA
2021-08-31,hamblin,1,int,NA,1,ext_chla,rfu,4.6066,NA
2021-08-31,hamblin,1,int,NA,2,ext_chla,rfu,4.5002,NA
2021-08-31,hamblin,2,int,NA,1,ext_chla,rfu,5.764200000000001,NA
2021-08-31,hamblin,2,int,NA,2,ext_chla,rfu,5.694200000000001,NA
2021-08-31,hamblin,3,int,NA,1,ext_chla,rfu,5.2414,NA
2021-08-31,hamblin,3,int,NA,2,ext_chla,rfu,5.1178,NA
2021-08-31,hamblin,4,int,NA,1,ext_chla,rfu,5.9162,NA
2021-08-31,hamblin,4,int,NA,2,ext_chla,rfu,5.699400000000001,NA
2021-08-31,hamblin,B,int,NA,1,ext_chla,rfu,4.7262,NA
2021-08-31,hamblin,B,int,NA,2,ext_chla,rfu,4.8306,NA
2021-08-31,hamblin,B,int,NA,3,ext_chla,rfu,4.401400000000001,NA
2021-08-31,shubael,1,int,NA,1,ext_chla,rfu,9.6698,NA
2021-08-31,shubael,1,int,NA,2,ext_chla,rfu,9.360600000000002,NA
2021-08-31,shubael,2,int,NA,1,ext_chla,rfu,11.2034,NA
2021-08-31,shubael,2,int,NA,2,ext_chla,rfu,10.653,NA
2021-08-31,shubael,3,int,NA,1,ext_chla,rfu,11.649399999999998,NA
2021-08-31,shubael,3,int,NA,2,ext_chla,rfu,11.933,NA
2021-08-31,shubael,4,int,NA,1,ext_chla,rfu,12.127,NA
2021-08-31,shubael,4,int,NA,2,ext_chla,rfu,12.1434,NA
2021-08-31,shubael,B,int,NA,1,ext_chla,rfu,11.2778,NA
2021-08-31,shubael,B,int,NA,2,ext_chla,rfu,11.546599999999998,NA
2021-08-31,shubael,B,int,NA,3,ext_chla,rfu,11.0522,NA
2021-09-15,hamblin,1,int,NA,1,ext_chla,rfu,8.861,NA
2021-09-15,hamblin,1,int,NA,2,ext_chla,rfu,8.8422,NA
2021-09-15,hamblin,2,int,NA,1,ext_chla,rfu,13.3618,NA
2021-09-15,hamblin,2,int,NA,2,ext_chla,rfu,13.253,NA
2021-09-15,hamblin,3,int,NA,1,ext_chla,rfu,12.239400000000002,NA
2021-09-15,hamblin,3,int,NA,2,ext_chla,rfu,11.9026,NA
2021-09-15,hamblin,4,int,NA,1,ext_chla,rfu,6.6286000000000005,NA
2021-09-15,hamblin,4,int,NA,2,ext_chla,rfu,7.0822,NA
2021-09-15,hamblin,B,int,NA,1,ext_chla,rfu,9.0666,NA
2021-09-15,hamblin,B,int,NA,2,ext_chla,rfu,9.2862,NA
2021-09-15,hamblin,B,int,NA,3,ext_chla,rfu,8.678600000000001,NA
2021-09-15,shubael,1,int,NA,1,ext_chla,rfu,10.176,NA
2021-09-15,shubael,1,int,NA,2,ext_chla,rfu,10.2496,NA
2021-09-15,shubael,2,int,NA,1,ext_chla,rfu,8.540000000000001,NA
2021-09-15,shubael,2,int,NA,2,ext_chla,rfu,8.18,NA
2021-09-15,shubael,3,int,NA,1,ext_chla,rfu,10.634,NA
2021-09-15,shubael,3,int,NA,2,ext_chla,rfu,10.3272,NA
2021-09-15,shubael,4,int,NA,1,ext_chla,rfu,9.9108,NA
2021-09-15,shubael,4,int,NA,2,ext_chla,rfu,9.5592,NA
2021-09-15,shubael,B,int,NA,1,ext_chla,rfu,9.9492,NA
2021-09-15,shubael,B,int,NA,2,ext_chla,rfu,9.9844,NA
2021-09-15,shubael,B,int,NA,3,ext_chla,rfu,10.9708,NA
2021-10-13,hamblin,B,int,NA,1,ext_chla,rfu,9.8266,NA
2021-10-13,hamblin,B,int,NA,2,ext_chla,rfu,9.1978,NA
2021-10-13,hamblin,B,int,NA,1,ext_chla,rfu,9.8106,NA
2021-10-13,shubael,B,int,NA,1,ext_chla,rfu,13.6902,NA
2021-10-13,shubael,B,int,NA,2,ext_chla,rfu,13.583000000000002,NA
2021-10-13,shubael,B,int,NA,1,ext_chla,rfu,13.445,NA
2021-11-04,hamblin,1,int,NA,1,ext_chla,rfu,6.831400000000001,NA
2021-11-04,hamblin,1,int,NA,2,ext_chla,rfu,6.7198,NA
2021-11-04,hamblin,2,int,NA,1,ext_chla,rfu,5.561,NA
2021-11-04,hamblin,2,int,NA,2,ext_chla,rfu,5.242600000000001,NA
2021-11-04,hamblin,3,int,NA,1,ext_chla,rfu,5.6238,NA
2021-11-04,hamblin,3,int,NA,2,ext_chla,rfu,5.267,NA
2021-11-04,hamblin,4,int,NA,1,ext_chla,rfu,6.1706,NA
2021-11-04,hamblin,4,int,NA,2,ext_chla,rfu,6.3486,NA
2021-11-04,hamblin,B,int,NA,1,ext_chla,rfu,4.7742000000000004,NA
2021-11-04,hamblin,B,int,NA,2,ext_chla,rfu,4.8102,NA
2021-11-04,hamblin,B,int,NA,3,ext_chla,rfu,4.3678,NA
2021-11-04,shubael,1,int,NA,1,ext_chla,rfu,40.3756,NA
2021-11-04,shubael,1,int,NA,2,ext_chla,rfu,40.9828,NA
2021-11-04,shubael,2,int,NA,1,ext_chla,rfu,41.44799999999999,NA
2021-11-04,shubael,2,int,NA,2,ext_chla,rfu,41.3828,NA
2021-11-04,shubael,3,int,NA,1,ext_chla,rfu,40.9576,NA
2021-11-04,shubael,3,int,NA,2,ext_chla,rfu,44.56719999999999,NA
2021-11-04,shubael,4,int,NA,1,ext_chla,rfu,40.9988,NA
2021-11-04,shubael,4,int,NA,2,ext_chla,rfu,40.616,NA
2021-11-04,shubael,B,int,NA,1,ext_chla,rfu,42.2808,NA
2021-11-04,shubael,B,int,NA,2,ext_chla,rfu,42.3208,NA
2021-11-04,shubael,B,int,NA,3,ext_chla,rfu,44.78679999999999,NA
2021-08-11,hamblin,1,int,NA,1,ext_chla,µg/L,1.5990300558115678,NA
2021-08-11,hamblin,1,int,NA,2,ext_chla,µg/L,1.6559230888678076,NA
2021-08-11,hamblin,2,int,NA,1,ext_chla,µg/L,1.5472731993506832,NA
2021-08-11,hamblin,2,int,NA,2,ext_chla,µg/L,1.5395689344576509,NA
2021-08-11,hamblin,3,int,NA,1,ext_chla,µg/L,1.6148336761049678,NA
2021-08-11,hamblin,3,int,NA,2,ext_chla,µg/L,1.6699488018781998,NA
2021-08-11,hamblin,4,int,NA,1,ext_chla,µg/L,1.4493895261584375,NA
2021-08-11,hamblin,4,int,NA,2,ext_chla,µg/L,1.2669564843965024,NA
2021-08-11,hamblin,B,int,NA,1,ext_chla,µg/L,1.3179231598427177,NA
2021-08-11,hamblin,B,int,NA,2,ext_chla,µg/L,1.4371417204310526,NA
2021-08-11,hamblin,B,int,NA,3,ext_chla,µg/L,1.2710061620966864,NA
2021-08-11,shubael,1,int,NA,1,ext_chla,µg/L,2.9995765180007163,NA
2021-08-11,shubael,1,int,NA,2,ext_chla,µg/L,3.3147599702272106,NA
2021-08-11,shubael,2,int,NA,1,ext_chla,µg/L,2.530702858420909,NA
2021-08-11,shubael,2,int,NA,2,ext_chla,µg/L,2.7698313879854157,NA
2021-08-11,shubael,3,int,NA,1,ext_chla,µg/L,3.0325665753631887,NA
2021-08-11,shubael,3,int,NA,2,ext_chla,µg/L,3.097855281700298,NA
2021-08-11,shubael,4,int,NA,1,ext_chla,µg/L,3.1307465664359357,NA
2021-08-11,shubael,4,int,NA,2,ext_chla,µg/L,2.7388167831596184,NA
2021-08-11,shubael,B,int,NA,1,ext_chla,µg/L,3.0815577982727285,NA
2021-08-11,shubael,B,int,NA,2,ext_chla,µg/L,3.223987926166995,NA
2021-08-11,shubael,B,int,NA,3,ext_chla,µg/L,2.5523340636975,NA
2021-08-31,hamblin,1,int,NA,1,ext_chla,µg/L,1.137514956930874,NA
2021-08-31,hamblin,1,int,NA,2,ext_chla,µg/L,1.1112414381930968,NA
2021-08-31,hamblin,2,int,NA,1,ext_chla,µg/L,1.423362938987745,NA
2021-08-31,hamblin,2,int,NA,2,ext_chla,µg/L,1.4060777292918385,NA
2021-08-31,hamblin,3,int,NA,1,ext_chla,µg/L,1.294267115716034,NA
2021-08-31,hamblin,3,int,NA,2,ext_chla,µg/L,1.2637463740244057,NA
2021-08-31,hamblin,4,int,NA,1,ext_chla,µg/L,1.4608965371845692,NA
2021-08-31,hamblin,4,int,NA,2,ext_chla,µg/L,1.4073617734406774,NA
2021-08-31,hamblin,B,int,NA,1,ext_chla,µg/L,1.1670479723541651,NA
2021-08-31,hamblin,B,int,NA,2,ext_chla,µg/L,1.192827627957774,NA
2021-08-31,hamblin,B,int,NA,3,ext_chla,µg/L,1.0868445993651608,NA
2021-08-31,shubael,1,int,NA,1,ext_chla,µg/L,2.387778867392473,NA
2021-08-31,shubael,1,int,NA,2,ext_chla,µg/L,2.311427626849985,NA
2021-08-31,shubael,2,int,NA,1,ext_chla,µg/L,2.7664731186730682,NA
2021-08-31,shubael,2,int,NA,2,ext_chla,µg/L,2.630561984149829,NA
2021-08-31,shubael,3,int,NA,1,ext_chla,µg/L,2.876604597592698,NA
2021-08-31,shubael,3,int,NA,2,ext_chla,µg/L,2.9466343900178265,NA
2021-08-31,shubael,4,int,NA,1,ext_chla,µg/L,2.994539114032195,NA
2021-08-31,shubael,4,int,NA,2,ext_chla,µg/L,2.998588791732379,NA
2021-08-31,shubael,B,int,NA,1,ext_chla,µg/L,2.7848448272641453,NA
2021-08-31,shubael,B,int,NA,2,ext_chla,µg/L,2.8512200324964243,NA
2021-08-31,shubael,B,int,NA,3,ext_chla,µg/L,2.729137065729911,NA
2021-09-15,hamblin,1,int,NA,1,ext_chla,µg/L,2.188060615934632,NA
2021-09-15,hamblin,1,int,NA,2,ext_chla,µg/L,2.183418302473446,NA
2021-09-15,hamblin,2,int,NA,1,ext_chla,µg/L,3.299450213067979,NA
2021-09-15,hamblin,2,int,NA,2,ext_chla,µg/L,3.272584058569199,NA
2021-09-15,hamblin,3,int,NA,1,ext_chla,µg/L,3.0222942221724787,NA
2021-09-15,hamblin,3,int,NA,2,ext_chla,µg/L,2.9391276703784617,NA
2021-09-15,hamblin,4,int,NA,1,ext_chla,µg/L,1.6368105855754769,NA
2021-09-15,hamblin,4,int,NA,2,ext_chla,µg/L,1.7488187444049488,NA
2021-09-15,hamblin,B,int,NA,1,ext_chla,µg/L,2.238829746127179,NA
2021-09-15,hamblin,B,int,NA,2,ext_chla,µg/L,2.2930559182589074,NA
2021-09-15,hamblin,B,int,NA,3,ext_chla,µg/L,2.1430202980984423,NA
2021-09-15,shubael,1,int,NA,1,ext_chla,µg/L,2.512775626650583,NA
2021-09-15,shubael,1,int,NA,2,ext_chla,µg/L,2.5309497899879925,NA
2021-09-15,shubael,2,int,NA,1,ext_chla,µg/L,2.108795582900548,NA
2021-09-15,shubael,2,int,NA,2,ext_chla,µg/L,2.019900218750174,NA
2021-09-15,shubael,3,int,NA,1,ext_chla,µg/L,2.625870284375225,NA
2021-09-15,shubael,3,int,NA,2,ext_chla,µg/L,2.55011167959374,NA
2021-09-15,shubael,4,int,NA,1,ext_chla,µg/L,2.447289375059807,NA
2021-09-15,shubael,4,int,NA,2,ext_chla,µg/L,2.3604682360729417,NA
2021-09-15,shubael,B,int,NA,1,ext_chla,µg/L,2.456771547235847,NA
2021-09-15,shubael,B,int,NA,2,ext_chla,µg/L,2.4654635383972168,NA
2021-09-15,shubael,B,int,NA,3,ext_chla,µg/L,2.7090368361692425,NA
2021-10-13,hamblin,B,int,NA,1,ext_chla,µg/L,2.426497737111303,NA
2021-10-13,hamblin,B,int,NA,2,ext_chla,µg/L,2.271227167728649,NA
2021-10-13,hamblin,B,int,NA,1,ext_chla,µg/L,2.422546832037953,NA
2021-10-13,shubael,B,int,NA,1,ext_chla,µg/L,3.3805425396984874,NA
2021-10-13,shubael,B,int,NA,2,ext_chla,µg/L,3.354071475707043,NA
2021-10-13,shubael,B,int,NA,1,ext_chla,µg/L,3.319994919449399,NA
2021-11-04,hamblin,1,int,NA,1,ext_chla,µg/L,1.686888307380188,NA
2021-11-04,hamblin,1,int,NA,2,ext_chla,µg/L,1.659330744493572,NA
2021-11-04,hamblin,2,int,NA,1,ext_chla,µg/L,1.3731864445562,NA
2021-11-04,hamblin,2,int,NA,2,ext_chla,µg/L,1.2945634335965357,NA
2021-11-04,hamblin,3,int,NA,1,ext_chla,µg/L,1.3886937469690983,NA
2021-11-04,hamblin,3,int,NA,2,ext_chla,µg/L,1.3005885638333945,NA
2021-11-04,hamblin,4,int,NA,1,ext_chla,µg/L,1.523715927850834,NA
2021-11-04,hamblin,4,int,NA,2,ext_chla,µg/L,1.5676697467918523,NA
2021-11-04,hamblin,B,int,NA,1,ext_chla,µg/L,1.178900687574215,NA
2021-11-04,hamblin,B,int,NA,2,ext_chla,µg/L,1.1877902239892524,NA
2021-11-04,hamblin,B,int,NA,3,ext_chla,µg/L,1.0785476987111258,NA
2021-11-04,shubael,1,int,NA,1,ext_chla,µg/L,9.970010179971824,NA
2021-11-04,shubael,1,int,NA,2,ext_chla,µg/L,10.119947027505454,NA
2021-11-04,shubael,2,int,NA,1,ext_chla,µg/L,10.234819592513103,NA
2021-11-04,shubael,2,int,NA,2,ext_chla,µg/L,10.218719654339203,NA
2021-11-04,shubael,3,int,NA,1,ext_chla,µg/L,10.113724352014929,NA
2021-11-04,shubael,3,int,NA,2,ext_chla,µg/L,11.00504853656268,NA
2021-11-04,shubael,4,int,NA,1,ext_chla,µg/L,10.123897932578805,NA
2021-11-04,shubael,4,int,NA,2,ext_chla,µg/L,10.029372528698904,NA
2021-11-04,shubael,B,int,NA,1,ext_chla,µg/L,10.440464201580973,NA
2021-11-04,shubael,B,int,NA,2,ext_chla,µg/L,10.450341464264346,NA
2021-11-04,shubael,B,int,NA,3,ext_chla,µg/L,11.059274708694408,NA
